[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[NotebookApp | INFO] Serving notebooks from local directory: /Users/dasgupta314/Dropbox/CLASSES/ds220x/4/notebooks/sentiment-logistic-regression
[NotebookApp | INFO] 0 active kernels 
[NotebookApp | INFO] The Jupyter Notebook is running at: http://localhost:8888/?token=faff465374bd58a3607caf6699e46d387171f3e2cd526782
[NotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[NotebookApp | CRITICAL] 
    
    Copy/paste this URL into your browser when you connect for the first time,
    to login with a token:
        http://localhost:8888/?token=faff465374bd58a3607caf6699e46d387171f3e2cd526782
[NotebookApp | INFO] Accepting one-time-token-authenticated connection from ::1
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'addbefore/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/addbefore/addbefore.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/addbefore/addbefore.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'autosavetime/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/autosavetime/autosavetime.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/autosavetime/autosavetime.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'autoscroll/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/autoscroll/autoscroll.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/autoscroll/autoscroll.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'chrome-clipboard/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/chrome-clipboard/chrome-clipboard.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/chrome-clipboard/chrome-clipboard.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'code_font_size/code_font_size' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/code_font_size/code_font_size.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/code_font_size/code_font_size.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'code_prettify/2to3' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/code_prettify/2to3.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/code_prettify/2to3.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'code_prettify/autopep8' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/code_prettify/autopep8.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/code_prettify/autopep8.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'code_prettify/code_prettify' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/code_prettify/code_prettify.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/code_prettify/code_prettify.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'codefolding/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/codefolding/codefolding.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/codefolding/codefolding.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'codefolding/edit' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/codefolding/codefolding_editor.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/codefolding/codefolding_editor.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'codemirror_mode_extensions/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/codemirror_mode_extensions/codemirror_mode_extensions.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/codemirror_mode_extensions/codemirror_mode_extensions.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'collapsible_headings/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/collapsible_headings/collapsible_headings.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/collapsible_headings/collapsible_headings.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'comment-uncomment/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/comment-uncomment/comment-uncomment.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/comment-uncomment/comment-uncomment.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'contrib_nbextensions_help_item/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/contrib_nbextensions_help_item/contrib_nbextensions_help_item.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/contrib_nbextensions_help_item/contrib_nbextensions_help_item.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'datestamper/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/datestamper/main.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/datestamper/main.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'dragdrop/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/dragdrop/dragdrop.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/dragdrop/dragdrop.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'equation-numbering/main' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/equation-numbering/info.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/equation-numbering/info.yaml'
[NotebookApp | WARNING] [jupyter_nbextensions_configurator] nbextension 'execute_time/ExecuteTime' has duplicate listings in both '/Users/dasgupta314/anaconda/share/jupyter/nbextensions/execute_time/ExecuteTime.yaml' and '/Users/dasgupta314/Library/Jupyter/nbextensions/execute_time/ExecuteTime.yaml'
